Report #,Title,Report Type,Category,Severity,Date Discovered,Date Reported,Date Answered,Date Resolved,LCN,Part Number,Serial Number
S019UNQT04-1-33518768,(501/MA) Respectfully requesting Part Number and Cage combo to be Added to the LCN BOM(s),DQIM,CAT I,Low,7/18/17 17:35,7/18/17 22:00,8/9/17 11:58,8/10/17 3:59,A53,0,0
S019UNQT04-1-33519021,(501 EXP) Please create an EEL for the listed be1 component.,DQIM,CAT I,Low,7/18/17 18:36,7/18/17 19:33,7/20/17 11:45,8/9/17 17:14,A9941211,77455200-019,10204
S019UNQT04-1-33536011,(501/MA) Respectfully Requesting EEL update for component on ACFT VM11/168720/BF22,DQIM,CAT II,Low,7/19/17 12:39,7/19/17 15:23,7/26/17 17:52,8/3/17 5:49,A4811011,0,0
S019UNQT04-1-33536151,(501 EXP) Please update the data inside of the EEL to reflect the physical component.,DQIM,CAT I,Low,7/19/17 13:13,7/19/17 14:16,7/25/17 18:57,8/9/17 17:12,A3243383,2GHH43010-0001,199
S019UNQT04-1-33571851,LM/PFF (SCM) EEL CORRECTION NEEDED 2ZCH62710-0025 MAF PN 987-0007-860 SN 6081,DQIM,CAT II,High,7/20/17 17:35,7/20/17 20:23,7/25/17 15:36,7/27/17 4:48,A4232010,987-0007-860,6081
S019UNQT04-1-33571871,(ASD) PLEASE MAKE EEL's AVAILABLE IN LDM AND/OR CREATE EEL's,DQIM,CAT I,Low,7/20/17 17:40,7/20/17 18:59,7/24/17 12:26,7/26/17 15:33,A3242010,2614657-2,0
S019UNQT04-1-33584401,(501/MA) Requesting Serial Number/EEL updates for components on ACFT BK3/168716/ZM137,DQIM,CAT II,Low,7/20/17 20:40,7/21/17 4:22,7/26/17 15:42,8/8/17 18:17,A,0,0
S019UNQT04-1-33584835,"(501/EXP) DAS Sensor, requesting EEL and inventory update",DQIM,CAT II,High,7/20/17 21:59,7/20/17 23:49,7/26/17 18:38,7/27/17 17:26,A9930014,215K988G08,21152
S019UNQT04-1-33608541,(501/EXP) REQUESTING DQIM TO UPDATE PART NUMBER AND CAGE CODE TO MATCH PHYSICAL PART.,DQIM,CAT II,Low,7/21/17 14:11,7/21/17 16:03,8/14/17 20:18,8/15/17 15:37,A2123040,80769-201,195
S019UNQT04-1-33609071,(501 EXP) Please update the EEL data to reflect the physical component.,DQIM,CAT I,Low,7/21/17 17:07,7/26/17 0:57,8/1/17 20:18,8/7/17 12:25,A4232040,987-0009-401,0
S019UNQT04-1-33614881,"(501/ AVI) VM24/ /169024 /BF39 Request to add P/N JSFL02P5HS for a CLAMP, LOOP to CMMS to order.",Supply Chain,CAT I,Low,7/21/17 19:41,7/21/17 20:16,7/27/17 22:56,7/31/17 14:06,A2600,JSFL02P5HS,0
S019UNQT04-1-33639571,(501/MA) 168728/BF30/VM20 requesting EEL update for  CVR LIFTFAN CLUTCH/DAS (2320),DQIM,CAT II,Low,7/24/17 9:06,7/24/17 10:11,7/26/17 15:50,7/31/17 2:31,A5222320,0,0
S019UNQT04-1-33654711,(501/MA) Requesting Serial Number Update for 5117 Panel for ACFT VM16/BF26/168724,DQIM,CAT II,Low,7/24/17 15:09,7/24/17 15:32,7/26/17 17:54,7/27/17 1:59,A5275117,2WSH52485-0003,0
S019UNQT04-1-33678858,(501 EXP) The listed be1 EELs need to be reconfigured to have the child components added,DQIM,CAT I,Low,7/25/17 17:14,7/26/17 0:59,7/26/17 20:46,8/8/17 11:07,A9436020,2ZAH41000-8000,0
S019UNQT04-1-33686251,"(501/MA) Requesting Guidance for MXI, GUAT and BOM Discrepancies for ACFT BK11/ZM145/169419",DQIM,CAT II,Low,7/26/17 13:34,7/26/17 13:56,10/24/17 17:04,10/26/17 14:41,A,Not Applicable,0
S019UNQT04-1-33718431,(501/MA) Requesting Guidance for EEL being u0ble to transfer into our SOU for ACFT VM07/BF12/168308,DQIM,CAT I,Low,7/26/17 22:07,7/26/17 22:21,7/27/17 11:45,7/27/17 13:46,A5232108,2CSH00158-3011,0
S019UNQT04-1-33743531,(501/MA) Requesting guidance for hole at LCN A5275221 for VM04/168060/BF9.,DQIM,CAT I,Low,7/28/17 1:37,7/28/17 6:24,7/31/17 21:42,8/3/17 5:45,A5275221,0,0
S019UNQT04-1-33743700,(501/MA) Requesting guidance for ghost hole at LCN A5234 for VM04/168060/BF9.,DQIM,CAT II,Low,7/28/17 1:56,7/28/17 6:26,0,0,A5234,0,0
S019UNQT04-1-33743868,(501/MA) Requesting guidance for multiple AVDH eel alerts for VM14/168722/BF24.,DQIM,CAT II,Low,7/28/17 2:50,7/28/17 6:29,0,0,A,0,0
S019UNQT04-1-33755581,(501/MA) Requesting guidance for multiple AVDH eel alerts for VM26/169026/BF41.,DQIM,CAT II,Low,7/28/17 5:09,7/28/17 6:34,0,0,A,0,0
S019UNQT04-1-33761680,(501/MA) Requesting Guidance for New LCN's added to the LCN Structure  for ACFT VM11/BF22/168720,DQIM,CAT I,Low,7/28/17 13:34,7/28/17 14:22,7/31/17 17:14,8/2/17 1:34,A,Not Applicable,0
S019UNQT04-1-33769261,(501/AVI) PQDR - Requesting further testing to be performed on Array Driver Module SN: 1029,Supply Chain,CAT II,Low,7/28/17 18:25,7/28/17 18:48,8/1/17 15:38,8/8/17 14:05,A9471,0,0
S019UNQT04-1-33810001,(501/MA) Requesting Cage Code Update for Panel 2320 for ACFT VM02/168058/BF7,DQIM,CAT II,Low,8/1/17 0:31,8/1/17 1:50,9/20/17 19:14,9/21/17 15:00,A5222320,2CSH20116-3009,0
S019UNQT04-1-33810193,(501/MA) Requesting Serial Number and Cage Code Update for 7202 for ACFT VM02/BF7/168058,DQIM,CAT II,Low,8/1/17 1:23,8/1/17 1:53,8/14/17 14:17,8/15/17 23:34,A5297202,2CSH60127-5009,0
S019UNQT04-1-33810771,(501/PL) ** INFO ONLY ** Beaufort Wheel and Tire Shop Supply Issue,Supply Chain,CAT II,Low,8/1/17 12:51,8/2/17 9:21,0,0,A3241310010,2GLV27001,0
S019UNQT04-1-33857091,(501/MA)Requesting serial number update for the COVER ASSY ICC - 2 on ACFT BK5/ZM139/169298,DQIM,CAT II,Low,8/2/17 18:14,8/2/17 18:37,8/8/17 19:29,8/11/17 0:10,A5234112,0,0
S019UNQT04-1-33866311,(501/MA) Requesting Parts Precedence Update for LMLG and RMLG for BK10/ZM144/169418,DQIM,CAT I,Low,8/3/17 0:35,8/3/17 0:55,8/3/17 19:15,8/3/17 21:32,A3241310,2614580-4,0
S019UNQT04-1-33866811,"(501/MA) EEL location and LCN applicabilityfor COVER, F3L/F4LWCT OTBD (3309)",DQIM,CAT I,Low,8/3/17 9:17,8/3/17 10:03,8/9/17 20:19,8/11/17 0:11,A5253309,0,0
S019UNQT04-1-33887151,(501/MA) Requesting Serial Number Update for MFP for ACFT VM01/168719/BF21,DQIM,CAT I,Low,8/3/17 22:27,8/3/17 22:59,8/7/17 17:15,8/7/17 22:22,A3410010,2FRH11016-0005,0
S019UNQT04-1-33894591,"(501/EXP) Requesting EEL update for Processor, Data Sec to match physical part and inventory",DQIM,CAT I,Low,8/4/17 1:53,8/4/17 2:37,8/8/17 20:14,8/9/17 11:08,A4220022,0N687022-509,0
S019UNQT04-1-33946551,(501/MA) Requesting SN Update or Panel 4197 for ACFT VM15/BF25/168723,DQIM,CAT I,Low,8/7/17 5:05,8/7/17 5:46,8/9/17 18:24,0,A5244197,2MSH32109-0006,0
S019UNQT04-1-33968731,(501/MA) Requesting Parts Precedence Update for Panel 2320 for ACFT VM02/BF7/168058,DQIM,CAT II,High,8/8/17 4:51,8/8/17 5:51,8/16/17 12:47,8/20/17 22:19,A5222320,2CSH20116-3009,0
S019UNQT04-1-33968927,(501/MA) Requesting guidance for Part and CC combo missing in the Parts Catalog,Supply Chain,CAT II,High,8/8/17 5:14,8/8/17 5:50,0,0,A5297202,2CSH60127-5009,0
S019UNQT04-1-33971431,(501/MA) Requesting Parts Precedence Update for Canopy for ACFT VM25/BF40/169025,DQIM,CAT I,Low,8/8/17 8:05,8/8/17 8:36,8/10/17 18:57,9/14/17 16:13,A5611310,0,0
S019UNQT04-1-33982701,(501 EXP) Requesting LCN BOM part number update for STOVL CANOPY on 169026/BF41/VM26,DQIM,CAT I,Low,8/8/17 19:55,8/8/17 21:55,8/10/17 19:29,8/23/17 13:30,A5611310,2FSH73201-0013,0
S019UNQT04-1-33983221,(501/PFE) Edge Beading Consumables Not in System,Supply Chain,CAT I,Low,8/9/17 4:25,8/14/17 3:42,8/16/17 13:27,0,A42,0,0
S019UNQT04-1-34013851,"(501/MA) Requesting EEL Creation for BATTERY PACK,SPA for ACFT ZM137/168716/BK3",DQIM,CAT II,High,8/9/17 20:59,8/14/17 3:22,8/14/17 18:44,8/20/17 21:59,A3511012,B0154F001-003,445
S019UNQT04-1-34014131,(501/EXP) Requesting Helmet Display Unit update of EEL and inventory to match physical part.,DQIM,CAT I,Low,8/9/17 22:45,8/10/17 0:30,0,0,A4232010,353200-20-11,414
S019UNQT04-1-34041741,(501/MA) Requesting LCN BOM update for Part Number and Cage Code for BK5_ZM139_169298.,DQIM,CAT I,Low,8/10/17 21:47,8/10/17 23:27,8/15/17 21:24,8/20/17 21:17,A9511013,MBEU254140-10,0
S019UNQT04-1-34116481,No response from LDM for EELs,DQIM,CAT II,Low,8/14/17 20:54,8/14/17 20:58,8/17/17 15:55,8/22/17 16:37,Not Applicable,0,0
S019UNQT04-1-34131993,(501/MA/ORD) Requesting guidance on holes for weapon station panels in multi ACFT,DQIM,CAT II,High,8/15/17 9:41,8/16/17 9:04,10/16/17 16:47,0,A,0,0
S019UNQT04-1-34134821,(501/EXP) Please create an EEL for the ABU MAIN ASSEMBLY.,DQIM,CAT I,Low,8/15/17 17:51,8/15/17 18:54,8/16/17 14:55,8/18/17 13:50,A9511020017,MBEU250329-10,0
S019UNQT04-1-34134961,(501/MA) Requesting Cage Code Update for CVR LIFTFAN CLUTCH/DAS (2320) for ACFT VM20/168728/BF30,DQIM,CAT I,Low,8/15/17 18:09,8/15/17 22:27,8/21/17 20:39,8/28/17 3:42,A5222320,2CSH20116-3009,0
S019UNQT04-1-34167941,(501 EXP) Requesting part precedence update for LCN A535130 on BK10/169418/ZM144,DQIM,CAT I,Low,8/16/17 20:15,8/16/17 23:26,8/18/17 13:38,8/21/17 14:26,A5351310,5700ED001-105,171
S019UNQT04-1-34168126,(501 EXP) Please create an EEL for the listed be1 component.,DQIM,CAT I,Low,8/16/17 20:39,8/17/17 0:05,8/17/17 13:20,8/30/17 15:21,A5244126,2VSH33504-0005,0
S019UNQT04-1-34196401,(501 EXP) Please update the EEL data to reflect the physical component.,DQIM,CAT I,Low,8/17/17 17:59,8/18/17 0:16,8/22/17 17:46,9/6/17 11:06,A9431051,124098-3,15
S019UNQT04-1-34196861,(501 EXP) Please update the EEL data to match the physical component.,DQIM,CAT I,Low,8/17/17 19:44,8/18/17 0:20,8/22/17 17:58,8/23/17 13:13,A4220032,2013263-101,390
S019UNQT04-1-34210561,(501/AF) Requesting part number be added for AAI FWD LH  Downlock Removal/ install,Supply Chain,CAT II,Low,8/18/17 8:06,8/18/17 9:41,9/14/17 13:15,9/28/17 12:12,A8600002,2CHH91160-3041,0
S019UNQT04-1-34210681,"(501/EXP) Requesting serial number update in the EEL and inventory for POWER SUPPLY, ICP,#1",DQIM,CAT II,High,8/18/17 8:32,8/18/17 14:52,8/23/17 18:08,8/30/17 15:19,A4220031,2013263-101,388
S019UNQT04-1-34221441,(501/EXP) Requesting EEL data to be updated to match Physical Part,DQIM,CAT I,Low,8/18/17 13:12,8/18/17 14:44,8/21/17 13:13,9/1/17 16:30,A3511011,B0154C101-004,235
S019UNQT04-1-34230391,Need Birth EEL created for Part # 2FCH27111-0003. No EEL resident in LDM,DQIM,CAT I,Low,8/19/17 12:51,8/19/17 14:13,8/21/17 18:42,9/27/17 13:48,ALIS,2FCH27111-0003,0
S019UNQT04-1-34253501,(501/MA Requesting EEL update for Lift Fan Module for ACFT VM26/BF41/169026,DQIM,CAT I,Low,8/21/17 0:35,8/21/17 1:26,8/24/17 21:40,8/28/17 3:14,C8610,JS30764,0
S019UNQT04-1-34254151,(501/MA) requesting EEL location and/or creation for the fol1ing list of Support Equipment gear.,DQIM,CAT II,High,8/21/17 9:11,8/21/17 9:24,10/5/17 21:57,10/7/17 3:09,A,0,0
S019UNQT04-1-34266431,(501/EXP) Please assist us in retrieving the EEL for the listed be1 component.,DQIM,CAT I,Low,8/21/17 11:04,8/21/17 11:47,8/22/17 15:07,8/30/17 15:13,A2911040,AEC491123,16
S019UNQT04-1-34267151,(ASD) Material Survey F-MS-F35-17-0081. Parts disposition requested.,Supply Chain,CAT II,Low,8/21/17 21:42,8/21/17 22:16,9/14/17 20:53,9/20/17 15:25,ALIS,2WBH04838-0001,0
S019UNQT04-1-34308881,(501/MA) Respectfully requesting guidance for HW/SDL compatibility for ZM144/BK10/169418,DQIM,CAT I,Low,8/22/17 22:21,8/23/17 2:45,0,0,A5351310,5700ED001-105,171
S019UNQT04-1-34329761,"(501/MA)Requesting EEL creation for Battery Pack, SPA, for VM24/BF39/169024",DQIM,CAT I,Low,8/23/17 14:59,8/23/17 15:19,8/24/17 13:21,8/25/17 0:36,A3511012,B0154F001-003,651
S019UNQT04-1-34339401,(501/EXP) Battery Assembly Thermal - EEL Locate/Create.,DQIM,CAT I,Low,8/24/17 0:48,8/24/17 2:41,8/25/17 12:47,8/25/17 14:50,A9511020031,MBEU250262-4,0
S019UNQT04-1-34339591,(501/EXP) Battery Assembly Thermal - EEL Locate/Create,DQIM,CAT I,Low,8/24/17 1:43,8/24/17 2:43,8/25/17 12:53,8/25/17 14:49,A9511020032,MBEU250262-4,0
S019UNQT04-1-34339822,(501 EXP) Requesting Cage Code update for LH and RH WBD Cradle Launcher,DQIM,CAT I,Low,8/24/17 1:54,8/24/17 2:46,8/30/17 15:53,9/1/17 16:54,A5343049,2CSH11429-5025,6466600013
S019UNQT04-1-34340154,(501/EXP) Requesting ABU EEL Creation/Location,DQIM,CAT I,Low,8/24/17 2:11,8/24/17 2:49,8/25/17 12:37,8/25/17 14:48,A9511020017,MBEU250329-10,0
S019UNQT04-1-34358971,(501/MA) Requesting PN and SN update for Panel 4101 for BK8/ZM142/169301,DQIM,CAT I,Low,8/25/17 1:44,8/25/17 2:24,8/29/17 22:26,9/5/17 22:55,A5234101,2WSH82704-0012,23389885
S019UNQT04-1-34389854,(501/EXP) Requesting Cage Code update for LH and RH WBD Cradle Launcher,DQIM,CAT I,Low,8/25/17 16:11,8/26/17 12:19,9/7/17 18:55,11/16/17 14:55,A5343050,2CSH11429-5026,6466600016
S019UNQT04-1-34394221,(501/MA) Requesting EEL Location or Creation of EMI Filter Assy for VM25/169025/BF40,DQIM,CAT I,Low,8/26/17 0:44,8/26/17 1:17,8/28/17 20:12,9/5/17 22:57,A9941118,77455300-039,10018
S019UNQT04-1-35207501,{ASD} Create EEL to be available in LDM.,DQIM,CAT I,Low,10/3/17 19:26,10/5/17 19:03,10/10/17 14:53,10/12/17 18:41,A9511020017,MBEU250329-10,0
S019UNQT04-1-35285431,(ASD) PART NUMBERS NOT IN PARTS CATALOG,Supply Chain,CAT II,Low,10/6/17 18:35,10/6/17 18:39,0,0,ALIS,MULTIPLE,0
S019UNQT04-1-35307881,(ASD) CAGE NOT LOADED IN SCM,DQIM,CAT I,High,10/7/17 13:49,10/7/17 13:59,10/11/17 22:05,10/13/17 18:42,A5275105,2VSH31241-0002,23419271
S019UNQT04-1-35324331,(ASD) Create EELs to be available in LDM,DQIM,CAT I,Low,10/10/17 13:32,10/10/17 14:05,10/13/17 20:39,10/20/17 18:15,ALIS,MULTIPLE,0
S019UNQT04-1-35325031,(ASD) CREATE BIRTH EEL IN LDM,DQIM,CAT II,High,10/10/17 14:34,10/10/17 14:50,10/11/17 19:11,10/12/17 18:50,A5264444,2ESH14576-0002,20020595
S019UNQT04-1-35325221,"DTR A2UN-1-93509811,  failed to rebuild LCN physical Hier. after update.",DQIM,CAT II,Medium,10/10/17 15:01,10/10/17 15:26,10/19/17 17:21,0,Not Applicable,N/A,0
S019UNQT04-1-35325251,(501/MA/AF) Requesting PN Update for NLG Retract Actuator 168058/ BF7/ VM02,DQIM,CAT II,High,10/10/17 15:05,10/10/17 15:31,10/12/17 17:54,10/24/17 13:27,A3233310,0,0
S019UNQT04-1-35398051,Update QEC EEL fro engine SN PW-E758633 to be installed on 169301,DQIM,CAT I,Low,10/12/17 20:16,10/12/17 21:36,10/19/17 19:19,12/29/17 1:24,Not Applicable,0,0
S019UNQT04-1-35402948,"(501/MA) Requesting LCN BOM update for RH, MSE DOOR (4124) for BF27/VM17/168725",DQIM,CAT II,Low,10/13/17 8:45,10/24/17 18:13,10/26/17 20:13,11/8/17 13:32,A5234124,2CSH00695-3015,0
S019UNQT04-1-35474211,(501/AVI) VMFAT-501 Requesting Multiple part numbers to be added to Supply Chain.,Supply Chain,CAT I,Low,10/17/17 5:36,10/17/17 7:08,10/19/17 12:19,10/19/17 12:19,A99,0,0
S019UNQT04-1-35506001,(501/MA) Requesting Part Number and Serial Number update for DAS #3,DQIM,CAT II,Low,10/18/17 0:18,10/18/17 17:13,11/9/17 22:46,11/22/17 6:55,A9930013,215K988G06,20094
S019UNQT04-1-35540461,(501/MA) Requesting serial update for MF Probe on BK6/ZM140/169299.,DQIM,CAT II,Low,10/19/17 0:46,10/19/17 1:25,11/16/17 14:40,11/19/17 12:55,A3410010,2FRH11016-0006,0
S019UNQT04-1-35557601,(501/MA/AVI) Requesting UNK SN Update for Anten0s 168058/BF7/VM02,DQIM,CAT II,High,10/19/17 18:06,10/19/17 18:57,11/20/17 21:39,0,A4811026,0,0
S019UNQT04-1-35566551,(501/AF) Add PN 40000016 and 40172060 from JTD module F35-AAB-A5186010000-660H-A to parts catalog,Supply Chain,CAT II,Low,10/19/17 22:52,10/20/17 0:57,10/26/17 15:04,10/27/17 11:09,A5186,0,0
S019UNQT04-1-35572458,(501/AVI) PQDR -- EWR Module Inter0l Discrepancies,Supply Chain,CAT II,Low,10/20/17 0:33,10/20/17 1:02,10/25/17 20:40,10/27/17 0:08,A991,8413009-4,0
S019UNQT04-1-35596221,(501/MA) requesting parts prec update for beam steering module for 168060/VM04/BF09,DQIM,CAT II,Low,10/23/17 1:42,10/23/17 4:40,10/30/17 17:05,12/11/17 1:54,A9471019,115K959G06,1038
S019UNQT04-1-35638211,"(501/MA)Requesting part number update for EHAS PANEL ASSY, FINISH, LH/RH on ACFT BF07/VM02/168058",DQIM,CAT II,Low,10/24/17 10:46,10/29/17 20:53,10/31/17 19:24,11/6/17 13:08,A5244,2MZH20022-0005,0
S019UNQT04-1-35698151,(ASD) CREATE PART NUMBER IN ALIS,DQIM,CAT II,Medium,10/25/17 19:14,10/27/17 14:35,11/7/17 16:45,11/9/17 15:15,T6934823,2FCH81443-0003,0
S019UNQT04-1-35721911,(501/MA) Requesting LCN BOM update at LCN A5234124 for 4124 panel 168725/BF27/VM17,DQIM,CAT II,High,10/26/17 18:57,10/26/17 21:22,11/2/17 13:40,11/8/17 13:28,A5234124,2CSH00695-3015,0
S019UNQT04-1-35763471,(ASD) Create Birth EELs in LDM,DQIM,CAT II,Low,10/27/17 14:35,10/27/17 14:46,10/30/17 19:57,12/1/17 14:39,ALIS,MULTIPLE,0
S019UNQT04-1-35805581,(501/ORD) Filter Element not installed upon accepting of Filter Manifold,Supply Chain,CAT II,Low,10/30/17 12:16,10/30/17 15:51,0,0,A9431,124098-3,0
S019UNQT04-1-35809641,(501/AVI) PQDR for INPA SN 0042,Supply Chain,CAT II,Medium,10/30/17 17:36,10/30/17 20:39,10/31/17 19:49,11/1/17 16:51,A48,904725-1,42
S019UNQT04-1-35827371,(501/AVI) PQDR for PCD EU SN 3144,Supply Chain,CAT II,Low,10/31/17 12:36,10/31/17 13:46,10/31/17 19:44,11/1/17 16:50,A423,434400-135,3144
S019UNQT04-1-35833755,(501/MA) Requesting Serial Number update for 1 Noise Regulator for ACFT 16/BF26/168724,DQIM,CAT II,High,11/1/17 2:01,11/1/17 2:24,11/6/17 23:58,11/8/17 13:22,A9472029,3099539-103,195
S019UNQT04-1-35834191,(501/AVI) Requesting  part number 2VWV10256-0001 to be added to Supply Chain,Supply Chain,CAT I,Low,11/1/17 5:50,11/1/17 12:48,11/6/17 13:55,11/7/17 1:01,A9911015,2VWV10256-0001,0
S019UNQT04-1-35848471,"(501/EXP) Requesting cage update for  SEAL, H/T, LWR LH (4125) in inventory and EEL",DQIM,CAT II,Medium,11/1/17 8:34,11/3/17 7:48,11/8/17 21:13,11/16/17 14:56,A5244125,2VSH33503-0005,0
S019UNQT04-1-35861411,(ASD) REQUESTING SPIR PUSH FOR NEW CAGE CODE INSIDE OF ALIS,DQIM,CAT I,Low,11/1/17 19:42,11/2/17 12:26,11/13/17 20:13,11/15/17 13:31,A5211114,2FSH62042-0004,0
S019UNQT04-1-35889851,(501 / SS) *INFO ONLY* BOS Bottle Inlet Port Leaking,Supply Chain,CAT II,Medium,11/3/17 1:39,11/3/17 2:31,11/13/17 14:50,0,A35,3334W180-002,0
S019UNQT04-1-35912701,"(501/PL) PQDR for Pump Motor Assy, Fuel",Supply Chain,CAT II,Low,11/3/17 15:49,11/3/17 18:00,11/13/17 14:38,12/1/17 22:01,A2113010,3879065-1,1154
S019UNQT04-1-35998771,(501/MA) Requesting LCN BOM update for Seal 4126 for ACFT vM17/BF27/168725,DQIM,CAT II,Low,11/8/17 4:50,11/8/17 11:54,11/28/17 21:58,12/11/17 1:53,A5244126,2VSH33504-0005,0
S019UNQT04-1-36012601,(501/EXP) Requesting Cage Code update to match physical part. Fuel Boost Pump,DQIM,CAT II,Low,11/8/17 17:40,11/8/17 18:46,11/28/17 18:56,12/1/17 15:25,A2827060,8C110-12,481
S019UNQT04-1-36012750,(501/EXP) Requesting EEL Create/Locate. SPA,DQIM,CAT II,Low,11/8/17 18:12,11/8/17 19:31,11/16/17 15:38,12/1/17 15:24,A3511011,3449W000-004,218
S019UNQT04-1-36034561,(501/MA) Requesting LCN BOM update for Seal 4126 for ACFT  ZM141/BK7/169300,DQIM,CAT II,Low,11/9/17 7:58,11/9/17 18:50,11/27/17 20:20,12/11/17 1:52,A5244126,0,0
S019UNQT04-1-36160761,(501/MA) Request clarification on Part number Serial number and Serial number prefix discrepancies,DQIM,CAT II,Low,11/15/17 18:15,11/16/17 9:21,0,0,Default,0,0
S019UNQT04-1-36194491,(501/MA) Requesting Clarification for Duct Half Assy Fan on 168728_VM20_BF30,DQIM,CAT II,Low,11/16/17 19:21,11/17/17 12:54,0,0,P7200410,0,0
S019UNQT04-1-36199901,(501/MA) Requesting Serial Number update for EW Tuner for ACFT 01/168719/BF21,DQIM,CAT II,Low,11/17/17 1:27,11/17/17 3:38,11/27/17 21:59,12/11/17 1:52,A9912019,8413012-3,0
S019UNQT04-1-36200038,(501/MA) Requesting Serial Number update for FLIR IDCA for VM25/169025/BF40.,DQIM,CAT II,Low,11/17/17 2:00,11/17/17 3:39,11/27/17 22:01,12/11/17 1:51,A9941112,77454600-009,0
S019UNQT04-1-36213541,"(501/AVI) Anten0, L-Band, Upper, Forward, STOVL Fasteners, Not seen by local supply.",Supply Chain,CAT I,Low,11/17/17 12:54,11/17/17 14:32,11/17/17 22:55,11/22/17 6:28,A4811016,2243081-001,0
S019UNQT04-1-36257301,(501/MA) Requesting LCN BOM update for cover assembly for VM04/BF9/168060.,DQIM,CAT II,Low,11/19/17 7:32,11/19/17 9:50,12/1/17 18:43,0,A5297319,2WSH72537-0001,0
S019UNQT04-1-36276341,(501/MA) Requesting UNK SN update for 4112 Panel 169421/ZM147/BK13,DQIM,CAT II,Low,11/20/17 19:03,11/20/17 21:22,11/27/17 22:04,12/11/17 1:48,A5234112,2WSH82717-0007,0
S019UNQT04-1-36276553,"(501/MA) Requesting UNK SN update for MP3, Seal,RH UPR for 168057/VM00/BF6",DQIM,CAT II,Low,11/20/17 20:54,11/20/17 21:20,11/27/17 22:06,12/11/17 1:47,A5256322,0,0
S019UNQT04-1-36287191,(501/EXP) Requesting EEL Update to match physical part on two Brake Assemblies.,DQIM,CAT II,Low,11/21/17 12:28,11/22/17 10:50,12/6/17 16:51,12/8/17 16:39,A3243350,2649E4502-7,0
S019UNQT04-1-36300340,(501/EXP) Requesting EEL update to match physical part on the HTU.,DQIM,CAT II,Low,11/21/17 13:02,11/22/17 10:47,12/4/17 18:39,12/8/17 16:19,A4232050,325000-02-03,2080
S019UNQT04-1-36301081,Data Doctor Utility: Production date of installed parts is missing or after the date of installation,DQIM,CAT II,Low,11/21/17 16:51,11/24/17 17:31,1/8/18 13:50,0,Not Applicable,0,0
S019UNQT04-1-36327571,(501/MA) Respectfully Requesting part number update for tire on ACFT ZM143 169417 Bk9,DQIM,CAT II,Low,11/22/17 10:38,11/22/17 10:55,12/1/17 14:36,12/11/17 1:46,A3242310,0,0
S019UNQT04-1-36335223,Data Doctor Utility: Missing EEL identified on parts,DQIM,CAT II,Low,11/24/17 18:19,11/24/17 18:23,0,0,Not Applicable,0,0
S019UNQT04-1-36363211,(501/MA) ZM146 BK12 169420 Respectfully request Part Precedence Update for 2108 Door,DQIM,CAT I,Low,11/27/17 15:00,11/28/17 18:17,12/1/17 18:51,12/1/17 21:44,A5232108,2CSH00158-3021,0
S019UNQT04-1-36392511,(501/EXP) Requesting Canopy Assy EEL update to match physical part.,DQIM,CAT II,Low,11/27/17 16:40,11/27/17 17:03,11/28/17 19:47,12/1/17 15:17,A5611310,2FSH73201-0008,0
S019UNQT04-1-36448381,(501/MA) Requesting LCN BOM update at LCN A5234167 VM05/BF10/168061,DQIM,CAT II,Low,11/29/17 20:09,11/29/17 20:27,12/4/17 18:48,0,A5234167,0,0
S019UNQT04-1-36464271,(501/MA) Requesting LCN BOM update at LCN A5297202 BK3/ZM137/168716,DQIM,CAT II,Low,11/30/17 18:47,12/1/17 15:01,12/11/17 17:32,0,A5297202,0,0
S019UNQT04-1-36486781,(501/MA)Requesting Serial Number update for component on ACFT BF42/169027/VM27,DQIM,CAT II,Low,12/1/17 13:04,12/1/17 14:59,12/4/17 18:56,12/11/17 1:44,A5532318,0,0
S019UNQT04-1-36488931,*PQDR*(501/AVI) VMFAT-501 requests an AR on Radar IF Receiver Assembly,Supply Chain,CAT II,Low,12/1/17 15:50,12/1/17 20:26,12/14/17 21:31,0,A9470001,825R389G02,21056
S019UNQT04-1-36540101,(501/MA) Respectfully requesting EEL location and retrieval for Roll Ducts on multiple ACFT,DQIM,CAT II,Low,12/5/17 10:25,12/5/17 22:13,12/13/17 13:07,0,C864,0,0
S019UNQT04-1-36540223,"(501/MA)Requesting part number update for COVER ASSY,SYSTEM A on ACFT BF25/VM15/169025",DQIM,CAT II,Low,12/5/17 11:22,12/5/17 22:10,12/12/17 14:55,0,A5234101,2WSH82703-0011,0
S019UNQT04-1-36570861,MVR-090860 - Missing Usage update for DU16042FCH56714-0010DE8102,DQIM,CAT II,Low,12/6/17 0:00,12/6/17 0:06,12/11/17 19:01,0,Not Applicable,0,0
S019UNQT04-1-36571231,(501/AF) part number 0S6804-12 to be added into CMMS,Supply Chain,CAT I,Low,12/6/17 3:41,12/6/17 11:01,12/12/17 16:44,0,A2115,0S6804-12,0
S019UNQT04-1-36664481,(501/EXP) Requesting cage code and inventory update for a Blade Seal.,DQIM,CAT II,Low,12/10/17 15:14,12/10/17 16:23,12/12/17 18:45,1/8/18 15:24,A5275101,2VSH31237-0002,0
S019UNQT04-1-36664706,(501/EXP) Requesting cage code and inventory update for a Boost Pump,DQIM,CAT II,Low,12/10/17 15:37,12/10/17 16:23,12/12/17 22:21,1/8/18 15:25,A2827070,8C110-12,377
